response;title;year;rated;released;runtime;genre;director;writer;actors;plot;language;country;awards;poster;metascore;imdbRating;imdbVotes;imdbID;type;season;episode;seriesID
True;Brave New Girl;2004;PG-13;25 Apr 2004;120 min;Drama, Family, Music;Bobby Roth;Britney Spears (novel), Lynne Spears (novel), Amy Talkington (television story), Amy Talkington (teleplay);Virginia Madsen, Lindsey Haun, Barbara Mamabolo, John Ralston;"Holly has everything it takes to be a star; the voice, the dream and the dedication, but she lacks the means to break away from her humble Texas upbringing. Then she gets the chance to ...";English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTg2NDEwMDQyMl5BMl5BanBnXkFtZTgwMjIyMDA2MDE@._V1_SX300.jpg;N/A;5;754;tt0403118;movie;;;
True;The 40-Year-Old Virgin;2005;R;19 Aug 2005;116 min;Comedy, Romance;Judd Apatow;Judd Apatow, Steve Carell;Steve Carell, Catherine Keener, Paul Rudd, Romany Malco;"Goaded by his buddies, a nerdy guy who's never &quot;done the deed&quot; only finds the pressure mounting when he meets a single mother.";English, Spanish;USA;10 wins & 18 nominations.;http://ia.media-imdb.com/images/M/MV5BMTU5MzU2MzY2Nl5BMl5BanBnXkFtZTgwOTM4NzMxMDE@._V1_SX300.jpg;73;7,2;305,041;tt0405422;movie;;;
True;The Guardian;2006;PG-13;29 Sep 2006;139 min;Action, Adventure, Drama;Andrew Davis;Ron L. Brinkerhoff;Kevin Costner, Ashton Kutcher, Sela Ward, Melissa Sagemiller;"A high school swim champion with a troubled past enrolls in the U.S. Coast Guard's &quot;A&quot; School, where legendary rescue swimmer Ben Randall teaches him some hard lessons about loss, love, and self-sacrifice.";English;USA;1 win & 4 nominations.;http://ia.media-imdb.com/images/M/MV5BMTI0MDkzMzQ1M15BMl5BanBnXkFtZTcwMDQ3MTQzMQ@@._V1_SX300.jpg;53;6,8;73,888;tt0406816;movie;;;
True;Lackawanna Blues;2005;PG-13;12 Feb 2005;95 min;Drama, Music;George C. Wolfe;Ruben Santiago-Hudson (play), Ruben Santiago-Hudson (teleplay);S. Epatha Merkerson, Marcus Carl Franklin, Yasiin Bey, Carmen Ejogo;In a story fueled by rhythm and blues, a young boy's life is shaped by love and the stories of a cast of characters in the boarding house where he lives in 1960s Lackawanna, New York.;English;USA;Won 1 Golden Globe. Another 28 wins & 40 nominations.;http://ia.media-imdb.com/images/M/MV5BMTc2NjMyMzQ1NV5BMl5BanBnXkFtZTcwOTUzMTAzMQ@@._V1_SX300.jpg;N/A;8;1,971;tt0407936;movie;;;
True;USA the Movie;2005;Not Rated;15 Jan 2005;1 h 43 min;Drama;Tony Zierra;N/A;George W. Bush, Martin Luther King, James Kirk, Rudy Stolfer;USA THE MOVIE is an independent landmark, a fictional drive through reality, a prophetic journey into the future of humanity...;N/A;N/A;N/A;http://ia.media-imdb.com/images/M/MV5BMTIxNTk3ODMyNF5BMl5BanBnXkFtZTcwODc5MjYyMQ@@._V1_SX300.jpg;N/A;4,9;148;tt0409409;movie;;;
True;North Shore;2004–2005;N/A;14 Jun 2004;60 min;Drama, Romance;N/A;Peter Elkoff;Kristoffer Polaha, Brooke Burns, Corey Sevier, Nikki Deloach;Intrigue abounds at the Grand Waimea Hotel, an exclusive Hawaiian escape for the wealthy, powerful and beautiful. Hawaiian-born Jason Matthews runs the hotel as the assistant manager and ...;English;USA;N/A;N/A;N/A;7;758;tt0409594;series;;;
True;Les aimants;2004;N/A;01 Oct 2004;91 min;Comedy, Romance;Yves Pelletier;Yves Pelletier;Emmanuel Bilodeau, Isabelle Blais, Isabelle Cyr, Josée Deschênes;N/A;French;Canada;3 wins & 6 nominations.;http://ia.media-imdb.com/images/M/MV5BMTU1MjM2MDg2NV5BMl5BanBnXkFtZTcwMjk3Mjc0NQ@@._V1_SX300.jpg;N/A;6,9;552;tt0409673;movie;;;
True;Mondovino;2004;PG-13;03 Nov 2004;135 min;Documentary;Jonathan Nossiter;Jonathan Nossiter;Albiera Antinori, Allegra Antinori, Lodovico Antinori, Piero Antinori;A documentary on the impact of globalization on the world's different wine regions.;English, French, Italian, Spanish, Portuguese;Argentina, France, Italy, USA;1 win & 2 nominations.;http://ia.media-imdb.com/images/M/MV5BMTY3NzQ3NDI4Ml5BMl5BanBnXkFtZTcwNDQyNjgyMQ@@._V1_SX300.jpg;67;7,1;1,242;tt0411674;movie;;;
True;This Darkness: The Vampire Virus;2003;N/A;08 Apr 2003;106 min;Horror;Dylan O'Leary;Dylan O'Leary;David Everritt, Jenevieve Frank, Amanda Cook, Sean Bennett;When world-famous genetic engineer Dr. Van Helsing discovers the secret to immortality, his world is ravaged by true-blood vampires. The Lord of the Undead makes a pact with the young ...;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTM2NzE1NzM2M15BMl5BanBnXkFtZTcwOTQ3OTkyMQ@@._V1_SX300.jpg;N/A;4;93;tt0413371;movie;;;
True;The Days;2004–;N/A;18 Jul 2004;60 min;Drama;N/A;N/A;Marguerite MacIntyre, David Newsom, Evan Peters, Laura Ramsey;A typical American family with Mom, Dad, and 3 growing kids, until Mom and her teenage daughter discover they're pregnant - on the same day.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTI2ODc1MDAzOF5BMl5BanBnXkFtZTcwNzgxNDYzMQ@@._V1_SX300.jpg;N/A;8,4;253;tt0413559;series;;;
True;A Soap;2006;UNRATED;07 Apr 2006;104 min;Comedy, Drama;Pernille Fischer Christensen;Kim Fupz Aakeson, Pernille Fischer Christensen;Trine Dyrholm, David Dencik, Frank Thiel, Elsebeth Steentoft;A tragicomedy focused on the relationship between the owner of a beauty clinic and a transsexual.;Danish, English;Denmark, Sweden;11 wins & 14 nominations.;http://ia.media-imdb.com/images/M/MV5BMTI3MTgxNzkxNF5BMl5BanBnXkFtZTcwNTM0MzIzMQ@@._V1_SX300.jpg;55;6,6;1,629;tt0419146;movie;;;
True;Gespenster;2005;N/A;15 Sep 2005;85 min;Drama;Christian Petzold;Harun Farocki, Christian Petzold;Julia Hummer, Sabine Timoteo, Marianne Basler, Aurélien Recoing;Nina, an end-of-teenage orphan with mental problems, starts a new job as a garden cleaner when she meets Toni. They fell in love with each other, but soon Toni starts betraying Nina. In the...;German, French;Germany, France;2 wins & 3 nominations.;http://ia.media-imdb.com/images/M/MV5BMTQ0OTE0ODIxM15BMl5BanBnXkFtZTcwMTEwNzY5Mg@@._V1_SX300.jpg;N/A;6,9;1,063;tt0419773;movie;;;
True;World's Finest;2004;N/A;25 Jul 2004;4 min;Action, Short;Sandy Collora;Sandy Collora, Bob Kane (characters), Joe Shuster (characters), Jerry Siegel (characters);Michael O'Hearn, Clark Bartram, Kurt Carley, Nina Kaczorowski;Fan made trailer for a Batman/Superman team up. Despite their differences, the two heroes join forces to take down Lex Luthor and Two-Face.;English;USA;N/A;N/A;N/A;7;669;tt0420324;movie;;;
True;Catscratch;2005–;TV-Y;08 Jul 2005;N/A;Animation, Comedy, Family;N/A;Douglas TenNapel;Rob Paulsen, Wayne Knight, Kevin McDonald, Liliana Mumy;When their owner passes away, three cats, who are brothers that don't resemble each other, inherit a large amount of fortune along with a giant mansion and a very sarcastic butler named Hovis.;English;USA;4 nominations.;N/A;N/A;7,2;1,013;tt0421306;series;;;
True;Ghilli;2004;N/A;N/A;160 min;Action, Comedy, Romance;Dharani;Dharani;Vijay, Trisha Krishnan, Prakash Raj, Ashish Vidyarthi;A village girl escaping a bloody family feud is sheltered by a city collegian;Tamil;India;1 win.;N/A;N/A;7,8;4,036;tt0422320;movie;;;
True;The Romeo Division;2004;N/A;27 Aug 2004;25 min;Action, Short;JP Sarro;Melissa Connor (story), Tim Sheridan (head writer);Melissa Connor, Maria Alegre, Matt Donahue, Kate Cavenagh;When Anya's sister is killed by a ruthless terrorist organization she vows revenge.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BNzI1NTI0ODA1OV5BMl5BanBnXkFtZTcwNDk3OTYyMQ@@._V1_SX300.jpg;N/A;5,5;22;tt0423088;movie;;;
True;We Shall Overcome;2006;N/A;24 Mar 2006;109 min;Drama, Family;Niels Arden Oplev;Steen Bille, Niels Arden Oplev;Bent Mejding, Anders W. Berthelsen, Jens Jørn Spottag, Anne-Grethe Bjarup Riis;A drama about a boy who's inspired by Dr. Martin Luther King Jr. and challenges repressive school authority in 1969 Denmark.;Danish;Denmark;17 wins & 14 nominations.;http://ia.media-imdb.com/images/M/MV5BMTU5NzU0MzMyM15BMl5BanBnXkFtZTcwMjg3MDg5MQ@@._V1_SX300.jpg;N/A;7,3;2,143;tt0425235;movie;;;
True;The War of the Worlds;2005;UNRATED;14 Jun 2005;179 min;Sci-Fi, Action, Drama;Timothy Hines;H.G. Wells (novel), Timothy Hines (screenplay), Susan Goforth (screenplay);Anthony Piana, Jack Clay, James Lathrop, Darlene Sellers;Martians launch a deadly attack on Earth.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMjAxMTE1ODUwOV5BMl5BanBnXkFtZTgwNzQzMDA2MDE@._V1_SX300.jpg;N/A;2,5;832;tt0425638;movie;;;
True;You Are Alone;2005;R;09 Jun 2005;84 min;Drama;Gorman Bechard;Gorman Bechard, Jessica Bohl (additional dialogue);Jessica Bohl, Richard Brundage, Keith Herron, Eric Deskin;A dark drama which takes a looks at how far its characters will go to relieve loneliness, even if only for an hour.;English;USA;2 wins.;http://ia.media-imdb.com/images/M/MV5BMTc1OTQ5NzU1NV5BMl5BanBnXkFtZTcwMDQ0MTAzMQ@@._V1_SX300.jpg;N/A;6,7;289;tt0425659;movie;;;
True;The Great Yokai War;2005;PG-13;06 Aug 2005;124 min;Adventure, Family, Fantasy;Takashi Miike;Hiroshi Aramata (novel), Takashi Miike (screenplay), Mitsuhiko Sawamura (screenplay), Takehiko Itakura (screenplay);Ryûnosuke Kamiki, Hiroyuki Miyasako, Chiaki Kuriyama, Bunta Sugawara;A young boy is chosen as the defender of good and must team up with Japan's ancient spirits and creatures of lore to destroy the forces of evil.;Japanese;Japan;2 wins & 2 nominations.;http://ia.media-imdb.com/images/M/MV5BMTQ5MTQwOTE2N15BMl5BanBnXkFtZTcwNTU0MjMzMQ@@._V1_SX300.jpg;63;6,5;1,962;tt0425661;movie;;;
True;#DUPE#;2004–2005;N/A;26 Sep 2004;60 min;Drama, Family, Sport;N/A;Daniel Cerone;Jeremy Sumpter, Dean Cain, Dan Byrd, Kirsten Storms;A teenage boy lives out his biggest dream as the batboy for a major league baseball team.;English;USA;1 nomination.;http://ia.media-imdb.com/images/M/MV5BMTkxMTYzMDI3Nl5BMl5BanBnXkFtZTgwNTkxMjczNDE@._V1_SX300.jpg;N/A;7,7;520;tt0410970;series;;;
True;#DUPE#;2004–;TV-PG;08 Jan 2004;60 min;Game-Show, Reality-TV;N/A;Mark Burnett;Donald Trump, Ivanka Trump, George Ross;A reality-tv based show in which contestants compete for a job as an apprentice to billionaire American Donald Trump.;English;USA;Nominated for 9 Primetime Emmys. Another 13 wins & 10 nominations.;http://ia.media-imdb.com/images/M/MV5BMTU0NjQzMzM1NF5BMl5BanBnXkFtZTcwNjY5NDUyMQ@@._V1_SX300.jpg;N/A;5,5;5,624;tt0364782;series;;;
True;Commander's Log;2004;N/A;07 Mar 2004;22 min;Sci-Fi;Jon-Michael Preece;Craig Bowlsby, Catherine Girczyc (two episodes);Tiffani Timms, Sophie Banks, Gerard Fasel, Greg Anderson;Commander Craig-Scott of the Laundry Corps is thrust into command of his space ship when the senior officers die. With the help of Laundry Chief Blather, he stuggles to give his daily reports.;English;Canada;N/A;N/A;N/A;7,3;13;tt0428427;movie;;;
True;The Tenants;2005;R;01 Apr 2005;93 min;Crime, Drama, Romance;Danny Green;David Diamond, Danny Green (adaptation), Bernard Malamud (novel);Dylan McDermott, Snoop Dogg, Rose Byrne, Seymour Cassel;In an abandoned tenement, an African-American militant writer and a Jewish novelist develop a friendship while struggling to complete their novels, but inner tension rises between the two.;English;USA, Germany;N/A;http://ia.media-imdb.com/images/M/MV5BMTI1ODA3NTgwNF5BMl5BanBnXkFtZTcwMzE1OTEzMQ@@._V1_SX300.jpg;46;5,3;847;tt0429173;movie;;;
True;The Thing About My Folks;2005;PG-13;23 Sep 2005;96 min;Comedy, Drama;Raymond De Felitta;Paul Reiser;Peter Falk, Paul Reiser, Olympia Dukakis, Elizabeth Perkins;Ben's dad Sam shows up one night with a note from Ben's mother (Sam's wife of 46 years), that she has left. While Ben's wife and his three sisters try to find her, Ben takes Sam on a day ...;English;USA;4 wins & 1 nomination.;http://ia.media-imdb.com/images/M/MV5BMTY4MzY2Nzg1N15BMl5BanBnXkFtZTcwNTI2MTEzMQ@@._V1_SX300.jpg;48;6,7;2,117;tt0429177;movie;;;
True;Basic Instinct 2;2006;R;31 Mar 2006;114 min;Crime, Drama, Mystery;Michael Caton-Jones;Leora Barish, Henry Bean, Joe Eszterhas (characters);Stan Collymore, Sharon Stone, Neil Maskell, David Thewlis;Novelist Catherine Tramell is once again in trouble with the law, and Scotland Yard appoints psychiatrist Dr. Michael Glass to evaluate her. Though, like Detective Nick Curran before him, Glass is entranced by Tramell and lured into a seductive game.;English;UK, Germany, Spain, USA;7 wins & 6 nominations.;http://ia.media-imdb.com/images/M/MV5BMTkzNzM3ODY3Nl5BMl5BanBnXkFtZTcwNzMyNDcyNA@@._V1_SX300.jpg;26;4,2;30,306;tt0430912;movie;;;
True;The Ring Thing;2004;N/A;16 Dec 2004;80 min;Adventure, Comedy;Marc Schippert;Christoph Silber (author), André Küttel (author), Marc Schippert (author), Dominik Kaiser (author), Thorsten Wettcke (author), André Küttel (dialogue translation);Edward Piccin, Gwendolyn Rich, Leo Roos, Sebastian Arenas;Middle Earth is... right in the heart of Europe! A spoof of the Lord of the Rings Trilogy set in Switzerland.;Swiss German;Switzerland;N/A;http://ia.media-imdb.com/images/M/MV5BNWM4NzI3ZTktNjE2Yy00MmQwLWFmZjItYWU0YjkwYzcwNmEyXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_SX300.jpg;N/A;3,4;675;tt0432028;movie;;;
True;Schizophreniac: The Whore Mangler;1997;N/A;N/A;84 min;Comedy, Drama, Horror;Ron Atkins;Ron Atkins (screenplay), Ron Atkins (story), Gary Lee Bauman (story), John Giancaspro (story);John Giancaspro, Jasmin Putnam, J. Breck Brown, Pete Coleman;N/A;English;USA;N/A;N/A;N/A;3,9;142;tt0433047;movie;;;
True;Less Like Me;2004;N/A;04 Nov 2004;112 min;Comedy, Drama;Mike Olinger;Mike Olinger;Amanda Alvey, Bill Beeson, John Blomquist, Kevin J. Bottum;A man has one week to turn his life around and start living for himself when a series of events puts his back against the wall.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTc0MTM4MjM1NF5BMl5BanBnXkFtZTcwMjI0NTcyMQ@@._V1_SX300.jpg;N/A;6,5;69;tt0433407;movie;;;
True;The Wedding Director;2006;N/A;04 Jun 2008;97 min;Drama, Mystery;Marco Bellocchio;Marco Bellocchio;Sergio Castellitto, Donatella Finocchiaro, Sami Frey, Gianni Cavina;A film director falls in love with the daughter of a prince.;Italian;Italy, France;8 wins & 9 nominations.;http://ia.media-imdb.com/images/M/MV5BMTc5NTQ3NDM2Ml5BMl5BanBnXkFtZTcwNzE5NjYxNA@@._V1_SX300.jpg;N/A;6,4;562;tt0433624;movie;;;
True;High School Record;2005;N/A;01 Jan 2005;89 min;Comedy;Ben Wolfinsohn;Ben Wolfinsohn;Jennifer Clavin, Jessie Clavin, Susan Estrada, Nicholas Gitomer;Four exceptionally awkward 17-year-olds struggle through their senior year as moments of humiliation and triumph are caught on tape in a documentary shot by fellow classmates.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTY0NDUxNDY2Ml5BMl5BanBnXkFtZTcwMTc4NjYxNA@@._V1_SX300.jpg;N/A;6,7;93;tt0436392;movie;;;
True;Mardi Gras: Made in China;2005;N/A;26 Jan 2005;72 min;Documentary;David Redmon;N/A;Roger Wong;This examination of cultural and economic globalization follows the life-cycle of Mardi Gras beads from a small factory in Fuzhou, China, to Mardi Gras in New Orleans, and to art galleries in New York City.;Mandarin, English;USA;1 win & 1 nomination.;N/A;57;7,6;232;tt0436569;movie;;;
True;Doctor Who;2005–;TV-PG;17 Mar 2006;45 min;Adventure, Drama, Family;N/A;Sydney Newman;David Tennant, Matt Smith, Jenna Coleman, Billie Piper;The further adventures of the time traveling alien adventurer and his companions.;English;UK, Canada;104 wins & 153 nominations.;http://ia.media-imdb.com/images/M/MV5BMjI2MTc4MjMzMV5BMl5BanBnXkFtZTgwNDIyNzkwMjE@._V1_SX300.jpg;N/A;8,8;143,291;tt0436992;series;;;
True;See No Evil;2006;R;19 May 2006;84 min;Action, Horror, Thriller;Gregory Dark;Dan Madigan;Glenn Jacobs, Christina Vidal, Michael J. Pagan, Samantha Noble;A group of delinquents are sent to clean the Blackwell Hotel. Little do they know reclusive psychopath Jacob Goodnight has holed away in the rotting hotel. When one of the teens is captured, those who remain - a group that includes the cop who put a bullet in Goodnight's head four years ago - band together to survive against the brutal killer.;English;USA, Australia;N/A;http://ia.media-imdb.com/images/M/MV5BMTg3MTgxNDI1MV5BMl5BanBnXkFtZTcwMTkzMjYzMQ@@._V1_SX300.jpg;17;5,1;21,405;tt0437179;movie;;;
True;Behind the Camera: The Unauthorized Story of 'Mork & Mindy';2005;N/A;04 Apr 2005;120 min;Comedy, Drama;Neill Fearnley;Andy Dougan (book), David Misch;Chris Diamantopoulos, Erinn Hayes, Michelle Harrison, Tyler Labine;An inside look at the ABC sitcom which turned Robin Williams into a star in 1978.;English;USA, Canada;3 wins & 6 nominations.;http://ia.media-imdb.com/images/M/MV5BMjA2MDQxODQ5OV5BMl5BanBnXkFtZTcwMTE2NzgyMQ@@._V1_SX300.jpg;N/A;6,7;358;tt0437856;movie;;;
True;Fat Girls;2006;R;28 Apr 2006;82 min;Comedy, Drama;Ash Christian;Ash Christian;Ash Christian, Jonathan Caouette, Evan Miller, Ashley Fink;Fat Girls is an original off-beat comedy feature. It focuses on Rodney Miller, not your typical Texas high school student...he is a theater lover and his ultimate dream is to be on Broadway...;English;USA;1 win & 1 nomination.;http://ia.media-imdb.com/images/M/MV5BMTIyMDQ3NjIyN15BMl5BanBnXkFtZTcwODA4MjYzMQ@@._V1_SX300.jpg;47;5,3;514;tt0439179;movie;;;
True;Caribe;2004;N/A;28 Nov 2006;90 min;Drama, Mystery;Esteban Ramírez;Ana Istarú (adaptation), Anna Iztaru, Esteban Ramírez (adaptation), Carlos Salazar Herrera (story);Jorge Perugorría, Cuca Escribano, Maya Zapata, Roberto McLean;Passion: of people for the land and sea, of corporations for riches, and of men and women for each other. Vicente and Abigail run a banana plantation in Limon Province, on the Caribbean ...;Spanish;Costa Rica;2 wins & 2 nominations.;http://ia.media-imdb.com/images/M/MV5BODg3MzA1Njg0N15BMl5BanBnXkFtZTcwMTE2NzczMQ@@._V1_SX300.jpg;N/A;6;198;tt0439491;movie;;;
True;Dalecarlians;2004;N/A;16 Dec 2004;98 min;Comedy, Drama;Maria Blom;Maria Blom;Sofia Helin, Kajsa Ernst, Ann Petrén, Barbro Enberg;"Mia, who's living in Stockholm, comes home to her small childhood town to celebrate her father's birthday. There she finds herself looked down-upon by her oldest sister; and she has to ...";Swedish;Sweden;4 wins & 5 nominations.;http://ia.media-imdb.com/images/M/MV5BMTQxMDk0NTk3M15BMl5BanBnXkFtZTcwNDczMjA0MQ@@._V1_SX300.jpg;N/A;6,4;3,155;tt0439695;movie;;;
True;The Bourne Ultimatum;2007;PG-13;03 Aug 2007;115 min;Action, Thriller;Paul Greengrass;Tony Gilroy (screenplay), Scott Z. Burns (screenplay), George Nolfi (screenplay), Tony Gilroy (screen story), Robert Ludlum (novel);Matt Damon, Julia Stiles, David Strathairn, Scott Glenn;Jason Bourne dodges a ruthless CIA official and his agents from a new assassination program while searching for the origins of his life as a trained killer.;English, French, Arabic, Russian, Spanish;USA, Germany;Won 3 Oscars. Another 25 wins & 38 nominations.;http://ia.media-imdb.com/images/M/MV5BMTgzNjMwOTM3N15BMl5BanBnXkFtZTcwMzA5MDY0MQ@@._V1_SX300.jpg;85;8,1;471,344;tt0440963;movie;;;
True;Iron Chef America: The Series;2005–;TV-G;16 Jan 2005;60 min;Game-Show, Reality-TV;N/A;N/A;Alton Brown, Mark Dacascos, Kevin Brauch;An Americanized version of the original Japanese TV series having to do with culinary competition set in a TV studio where one chef competes against others for an opportunity to eventually ...;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTU2NzkxNjIwNF5BMl5BanBnXkFtZTgwMDA0MDAxMzE@._V1_SX300.jpg;N/A;7,3;1,234;tt0441718;series;;;
True;Nasaan ka man;2005;N/A;11 May 2005;N/A;Drama, Romance, Thriller;Cholo Laurel;Ricardo Lee (story), Cholo Laurel (story);Claudine Barretto, Jericho Rosales, Diether Ocampo, Hilda Koronel;The story of two sisters (Lilia and Trining), who have adopted three children (Lilia adopted Pilar and Joven, Trining adopted Ito). Trouble, lies and violence ensues as Lilia's children ...;Filipino, Tagalog;Philippines;20 wins & 22 nominations.;N/A;N/A;7,4;63;tt0442312;movie;;;
True;The Doodlebops;2004–;N/A;17 Jan 2004;21 min;Family, Music;N/A;N/A;Lisa Lennox, Chad McNamara, Jonny Wexler, John Catucci;The Doodlebops is a musical comedy series for children starring Deedee, Rooney and Moe Doodle. They are the ultimate rock and roll band - at least as far as preschoolers are concerned - and...;English;Canada;3 nominations.;http://ia.media-imdb.com/images/M/MV5BMTE5OTcxOTIxMF5BMl5BanBnXkFtZTcwOTk3NDI0MQ@@._V1_SX300.jpg;N/A;4,7;463;tt0442722;series;;;
True;Iberia;2005;N/A;28 Oct 2005;99 min;Musical;Carlos Saura;Carlos Saura;Sara Baras, Antonio Canales, Marta Carrasco, Aída Gómez;"A series of dances inspired by composer Isaac Albéniz's &quot;Iberia&quot; suite.";Spanish;Spain, France;1 win & 2 nominations.;N/A;N/A;7,2;306;tt0443057;movie;;;
True;Unholy;2007;N/A;04 Sep 2007;90 min;Horror, Sci-Fi, Thriller;Daryl Goldberg;Sam Freeman (screenplay), Sam Freeman (story), Daryl Goldberg (story);Adrienne Barbeau, Nicholas Brendon, Siri Baruc, Richard Ziman;A woman who lost her daughter to suicide investigates a theory that may have to do with the young girl's death.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTIyNDk3Mjc0M15BMl5BanBnXkFtZTcwNTE3MzM1MQ@@._V1_SX300.jpg;N/A;3,9;612;tt0443678;movie;;;
True;Fay Grim;2006;R;27 Sep 2007;118 min;Action, Comedy, Thriller;Hal Hartley;Hal Hartley;Parker Posey, D.J. Mendel, Liam Aiken, Megan Gay;"A ten-years-later continuation of Hal Hartley's &quot;Henry Fool&quot;, where Fay Grim (Posey) is coerced by a CIA agent (Goldblum) to try and locate notebooks that belonged to her fugitive ex-husband (Ryan). Published in them is information that could compromises the security of the U.S., causing Fay to first head to Paris to fetch them ...";English, French;USA, Germany, France;1 win & 2 nominations.;http://ia.media-imdb.com/images/M/MV5BMTUwNzYyOTQ5Ml5BMl5BanBnXkFtZTcwNzUxMDMzNw@@._V1_SX300.jpg;52;6,4;3,544;tt0444628;movie;;;
True;The Ground Truth;2006;R;19 Jan 2006;72 min;Documentary, War;Patricia Foulkrod;Patricia Foulkrod;Robert Acosta, Kelly Dougherty, Patricia Foulkrod, Nicole Huze;The filmmaker's subjects are patriotic young Americans - ordinary men and women who heeded the call for military service in Iraq - as they experience recruitment and training, combat, ...;English;USA;1 win & 1 nomination.;http://ia.media-imdb.com/images/M/MV5BMTI3MzcyNDY0OF5BMl5BanBnXkFtZTcwMTU4MjYzMQ@@._V1_SX300.jpg;74;7,6;685;tt0446345;movie;;;
True;Driving Lessons;2006;PG-13;13 Oct 2006;98 min;Comedy, Drama;Jeremy Brock;Jeremy Brock;Rupert Grint, Fay Cohen, Ruby Mortlock, Don Wetherhead;A coming of age story about a shy teenage boy trying to escape from the influence of his domineering mother. His world changes when he begins to work for a retired actress.;English;UK;3 wins & 2 nominations.;http://ia.media-imdb.com/images/M/MV5BMTg4NzE5MDE3Ml5BMl5BanBnXkFtZTcwMDgxNjgzMQ@@._V1_SX300.jpg;56;6,8;9,462;tt0446687;movie;;;
True;15 Park Avenue;2005;N/A;06 Jan 2006;116 min;Drama;Aparna Sen;Aparna Sen;Shabana Azmi, Konkona Sen Sharma, Rahul Bose, Dhritiman Chatterjee;An exploration of the impact of schizophrenia on a young woman and her family in today's Calcutta. The narrative pivots around the relationship of two sisters, older sister Anjali is a ...;English, Hindi, Bengali;India;N/A;N/A;N/A;7,2;807;tt0449159;movie;;;
True;Alien Express;2005;NOT RATED;13 Aug 2005;120 min;Horror, Sci-Fi;Turi Meyer;Tom Alexander (story), Brian Smith;Lou Diamond Phillips, Sean Bott, Steven Brand, Todd Bridges;A new super train is built when a meteorite crashes near by, releasing a tiny creature. Once it kills and consumes everyone on board the train, it begins to grow and multiply into hordes of different creatures.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTY0Nzg0Nzk1OF5BMl5BanBnXkFtZTcwNjE3NzkyMQ@@._V1_SX300.jpg;N/A;2,4;291;tt0450258;movie;;;
True;Bromwell High;2005–;N/A;07 Mar 2005;30 min;Animation, Comedy;N/A;Richard Osman, Richard Pinto, Sharat Sardana, Anil Gupta;Nina Conti, Graeme Garden, Simon Greenall, Doon Mackichan;The adventures of 3 students and their inept teachers at a high school in London.;English;Canada, UK;1 win.;N/A;N/A;7,5;209;tt0453418;series;;;
True;Garam Masala;2005;N/A;03 Nov 2005;146 min;Comedy;Priyadarshan;Priyadarshan (screenplay), Neeraj Vora (dialogue), Priyadarshan (story);Akshay Kumar, John Abraham, Paresh Rawal, Rimi Sen;Shyam and Makarand work as photographers in a commercial advertising agency. Both of them like to fool around with women, even though Makarand is engaged to be married to a doctor named ...;Hindi;India;1 win & 2 nominations.;http://ia.media-imdb.com/images/M/MV5BOTc4MDUxMjMwM15BMl5BanBnXkFtZTgwMjE1MDA2MDE@._V1_SX300.jpg;N/A;6,7;8,067;tt0453671;movie;;;
True;Evil Behind You;2006;PG-13;31 Oct 2006;90 min;Action, Comedy, Sci-Fi;Jim Carroll, Jason Kerr;Jim Carroll;Hilary Kennedy, Manuel Velazquez, D.C. Lee, Jim Garrity;Abducted couples are victims of medical experiments that mutate their minds with supernatural abilities. As their mental capacities increase, so does the danger from something evil that is not of flesh and blood.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTIzMDM5NzU4Nl5BMl5BanBnXkFtZTcwMjkxMTQzMQ@@._V1_SX300.jpg;N/A;1,7;560;tt0457342;movie;;;
True;Thieves and Liars;2006;R;01 Oct 2007;114 min;Crime, Drama;Ricardo Méndez Matta;Poli Marichal, Ricardo Méndez Matta;Steven Bauer, Isidro Bobadilla, Elpidia Carrillo, José Heredia;"&quot;Ladrones & Mentirosos&quot; is the heartrending story of three Puerto Rican families struggling to stay together in a society overcome by corruption and drugs. Using a parallel structure, the ...";Spanish;Puerto Rico;1 win.;http://ia.media-imdb.com/images/M/MV5BNzk5NDA3NTY4Nl5BMl5BanBnXkFtZTcwMTYyMjA0MQ@@._V1_SX300.jpg;N/A;6,4;120;tt0459438;movie;;;
True;The Big Bad Swim;2006;N/A;26 Apr 2006;96 min;Comedy;Ishai Setton;Daniel Schechter;Paget Brewster, Jeff Branson, Jess Weixler, Raviv Ullman;A group of Connecticut locals enroll in an adult-education beginner's swim class.;English;USA;4 wins & 1 nomination.;http://ia.media-imdb.com/images/M/MV5BMTg5OTQyNDE4MV5BMl5BanBnXkFtZTcwMjA1ODI1MQ@@._V1_SX300.jpg;N/A;6,5;1,301;tt0460721;movie;;;
